NU_ANO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MODALIDADE;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO
2014;102590;5;1;10028;4006;1;2208007;22;2
2014;103037;3375;4;10022;905;1;2112209;21;2
2014;103062;40;2;10028;4006;1;2927408;29;2
2014;103303;548;1;10028;1602;1;2103208;21;2
2014;103311;548;1;10028;6009;1;2105302;21;2
2014;103352;5242;2;10028;1602;1;2700300;27;2
2014;103363;5242;2;10028;904;1;2700300;27;2
2014;103370;5242;2;10028;1602;1;2700300;27;2
2014;103372;5242;2;10028;3002;1;2700300;27;2
2014;103377;5242;2;10028;2402;1;2700300;27;2
2014;103381;5242;2;10028;702;1;2700300;27;2
2014;103385;5242;2;10028;1502;1;2700300;27;2
2014;103414;568;2;10028;1502;1;2103000;21;2
2014;103477;568;2;10028;1602;1;2103000;21;2
2014;103481;1166;1;10026;5806;1;2507507;25;2
2014;103492;409;2;10028;905;1;2611101;26;2
2014;103494;409;2;10028;2001;1;2611101;26;2
2014;103660;577;1;10028;6307;1;2704302;27;2
2014;103666;5228;5;10022;2001;1;2704302;27;2
2014;103876;4398;3;10022;905;1;2606200;26;2
2014;104018;5;1;10028;2402;1;2208007;22;2
2014;104156;5;1;10028;2001;1;2207702;22;2
2014;104202;589;1;10028;5806;1;2408003;24;2
2014;104204;589;1;10028;5902;1;2408003;24;2
2014;104360;2135;5;10022;4006;1;2311306;23;2
2014;104398;702;3;10022;1602;1;2606200;26;2
2014;104400;702;3;10022;702;1;2606200;26;2
2014;1047907;4118;4;10022;4006;1;2610707;26;2
2014;1047968;4153;4;10022;2001;1;2611606;26;2
2014;1048014;4118;4;10022;2001;1;2610707;26;2
2014;104810;5242;2;10028;1602;1;2706307;27;2
2014;104812;5242;2;10028;1502;1;2706307;27;2
2014;104814;5242;2;10028;702;1;2706307;27;2
2014;1048611;4739;5;10022;2001;1;2906006;29;2
2014;104868;385;4;10028;4006;0;2927408;29;2
2014;10495;519;5;10028;3202;1;2927408;29;2
2014;10496;519;5;10028;3002;1;2927408;29;2
2014;10497;519;5;10028;2402;1;2927408;29;2
2014;10499;519;5;10028;2001;1;2927408;29;2
2014;10503;519;5;10028;1602;1;2927408;29;2
2014;1050379;4739;5;10022;6307;1;2906006;29;2
2014;10504;519;5;10028;3502;1;2927408;29;2
2014;10506;519;5;10028;5710;1;2927408;29;2
2014;105060;1452;4;10022;2001;1;2111300;21;2
2014;105074;568;2;10028;5809;1;2111300;21;2
2014;1050764;3962;5;10022;5902;1;2927408;29;2
2014;10508;519;5;10028;702;1;2927408;29;2
2014;10510;519;5;10028;2501;1;2927408;29;2
2014;10515;519;5;10028;4006;1;2927408;29;2
2014;105191;568;2;10028;904;1;2105401;21;2
2014;1052090;1350;4;10022;3502;1;2301109;23;2
2014;1053121;13106;4;10022;72;1;2304400;23;2
2014;1053123;13106;4;10022;79;1;2304400;23;2
2014;105314;159;5;10022;79;1;2604106;26;2
2014;105398;2033;4;10022;2001;1;2605707;26;2
2014;105436;548;1;10028;6008;1;2111300;21;2
2014;105438;548;1;10028;4301;1;2111300;21;2
2014;105762;2460;4;10022;79;1;2408102;24;2
2014;105788;4538;4;10022;2001;1;2927408;29;2
2014;105804;2012;4;10022;2001;1;2610905;26;2
2014;1058179;385;4;10028;5710;1;2910800;29;2
2014;105820;1644;4;10022;2001;1;2919207;29;2
2014;105822;2019;4;10022;2001;1;2612208;26;2
2014;1058390;2122;4;10022;79;1;2800308;28;2
2014;1058492;1772;4;10022;72;1;2304400;23;2
2014;1058504;1772;4;10022;79;1;2304400;23;2
2014;105860;1683;4;10022;2402;1;2211001;22;2
2014;105862;385;4;10028;5806;1;2927408;29;2
2014;1059015;385;4;10028;5902;1;2910800;29;2
2014;105903;1790;5;10022;6208;1;2931350;29;2
2014;1059199;4865;4;10022;5710;1;2111300;21;2
2014;105972;1131;4;10022;6208;1;2211001;22;2
2014;106064;578;1;10028;3002;1;2927408;29;2
2014;106092;5242;2;10028;904;1;2709301;27;2
2014;106093;5242;2;10028;3002;1;2709301;27;2
2014;106167;583;1;10028;4006;1;2311306;23;2
2014;106404;3;1;10028;702;0;2806701;28;2
2014;106408;3;1;10028;1502;0;2806701;28;2
2014;106411;3;1;10028;1602;0;2806701;28;2
2014;106416;3;1;10028;3002;0;2806701;28;2
2014;106418;3;1;10028;2402;0;2806701;28;2
2014;106421;3;1;10028;904;0;2806701;28;2
2014;106818;2111;5;10022;2001;1;2312908;23;2
2014;107050;1455;5;10022;6208;1;2900702;29;2
2014;1070583;396;4;10022;21;1;2927408;29;2
2014;1071173;3183;1;10026;73;1;2803500;28;2
2014;1072244;4742;5;10022;2001;1;2609600;26;2
2014;1072457;3183;1;10026;702;1;2800308;28;2
2014;107330;3609;4;10022;2001;1;2919207;29;2
2014;107356;579;1;10028;2001;1;2508901;25;2
2014;107360;579;1;10028;4006;1;2512903;25;2
2014;107409;4153;4;10022;4006;1;2611606;26;2
2014;107422;2466;4;10022;4006;1;2313401;23;2
2014;107436;577;1;10028;1602;1;2704302;27;2
2014;107438;579;1;10028;2501;1;2507507;25;2
2014;107487;577;1;10028;5402;1;2704302;27;2
2014;107491;71;2;10028;906;1;2401008;24;2
2014;107497;71;2;10028;904;1;2407203;24;2
2014;107500;71;2;10028;2402;1;2405801;24;2
2014;107508;577;1;10028;3002;1;2704302;27;2
2014;107512;577;1;10028;2402;1;2704302;27;2
2014;107516;577;1;10028;1502;1;2704302;27;2
2014;107520;577;1;10028;702;1;2704302;27;2
2014;107522;577;1;10028;1402;1;2704302;27;2
2014;107548;579;1;10028;904;1;2507507;25;2
2014;1076195;2043;4;10022;72;1;2305407;23;2
2014;107623;1805;4;10022;2001;1;2607901;26;2
2014;107686;555;5;10028;6307;1;2304400;23;2
2014;107689;555;5;10028;5809;1;2304400;23;2
2014;107920;4865;4;10022;4004;1;2111300;21;2
2014;107922;4865;4;10022;6208;1;2111300;21;2
2014;107964;396;4;10022;4006;1;2927408;29;2
2014;108230;1805;4;10022;79;1;2607901;26;2
2014;108232;2460;4;10022;72;1;2408102;24;2
2014;1083431;570;1;10028;2401;1;2402006;24;2
2014;1083438;570;1;10028;3001;1;2402006;24;2
2014;1086322;2908;5;10022;3502;1;2408102;24;2
2014;108660;5;1;10028;4006;0;2211001;22;2
2014;109221;661;4;10022;1502;1;2800308;28;2
2014;109235;3826;5;10022;2001;1;2927408;29;2
2014;109244;3375;4;10022;3502;1;2112209;21;2
2014;109246;2122;4;10022;3502;1;2800308;28;2
2014;109264;1640;4;10022;3502;1;2923803;29;2
2014;109356;5;1;10028;702;0;2211001;22;2
2014;109358;5;1;10028;1402;0;2211001;22;2
2014;109386;5;1;10028;1502;0;2211001;22;2
2014;109390;5;1;10028;1602;0;2211001;22;2
2014;109394;5;1;10028;3202;0;2211001;22;2
2014;10957;3515;4;10022;905;1;2616407;26;2
2014;109572;2632;5;10022;4004;1;2910727;29;2
2014;109626;579;1;10028;2001;1;2501500;25;2
2014;109632;3962;5;10022;76;1;2927408;29;2
2014;109678;1058;4;10020;5710;1;2927408;29;2
2014;109680;1058;4;10020;6306;1;2927408;29;2
2014;109682;1058;4;10020;5902;1;2927408;29;2
2014;109766;1012;3;10022;2402;1;2600104;26;2
2014;109768;1012;3;10022;702;1;2600104;26;2
2014;109796;2076;4;10022;72;1;2927408;29;2
2014;109798;2076;4;10022;79;1;2927408;29;2
2014;1098806;2642;5;10022;1602;1;2706406;27;2
2014;109893;1012;3;10022;2001;1;2600104;26;2
2014;109948;579;1;10028;702;0;2507507;25;2
2014;109950;579;1;10028;2001;0;2507507;25;2
2014;109954;579;1;10028;904;0;2507507;25;2
2014;1101244;3160;1;10026;4006;1;2704302;27;2
2014;1101402;1055;5;10022;79;1;2927408;29;2
2014;110177;1805;4;10022;76;1;2607901;26;2
2014;1101839;2642;5;10022;702;1;2706406;27;2
2014;1102011;2642;5;10022;4006;1;2706406;27;2
2014;1102012;3183;1;10026;1502;1;2800308;28;2
2014;1102384;1055;5;10022;2001;1;2927408;29;2
2014;1102627;587;1;10028;3502;1;2611606;26;2
2014;1102628;587;1;10028;4004;1;2611606;26;2
2014;110289;2076;4;10022;6008;1;2927408;29;2
2014;1102959;4503;1;10028;3502;1;2901007;29;2
2014;1103310;600;1;10026;2501;1;2111300;21;2
2014;1103313;600;1;10026;1402;1;2109908;21;2
2014;1103315;600;1;10026;1502;1;2114007;21;2
2014;1103317;600;1;10026;1602;1;2102325;21;2
2014;1103319;600;1;10026;1502;1;2103307;21;2
2014;1103371;1820;1;10026;1502;1;2207702;22;2
2014;1103526;14509;1;10026;1502;1;2911709;29;2
2014;1103556;3160;1;10026;702;1;2704302;27;2
2014;1103633;14509;1;10026;72;1;2907509;29;2
2014;1103664;14509;1;10026;4005;1;2930105;29;2
2014;1103723;1455;5;10022;4004;1;2900702;29;2
2014;1103745;14509;1;10026;1502;1;2907509;29;2
2014;1103809;1820;1;10026;1402;1;2207702;22;2
2014;1103813;1820;1;10026;702;1;2208403;22;2
2014;1103854;1820;1;10026;1502;1;2208007;22;2
2014;1103900;1820;1;10026;1402;1;2208007;22;2
2014;1103910;1820;1;10026;702;1;2200608;22;2
2014;1103911;1820;1;10026;702;1;2202901;22;2
2014;1103912;1820;1;10026;702;1;2211209;22;2
2014;1103914;600;1;10026;702;1;2103307;21;2
2014;1103919;600;1;10026;1502;1;2100055;21;2
2014;1104245;1452;4;10022;79;1;2111300;21;2
2014;1104480;3161;1;10026;1502;1;2605707;26;2
2014;1105124;5;1;10028;4301;1;2211001;22;2
2014;1105133;5;1;10028;2501;1;2211001;22;2
2014;110566;2076;4;10022;6307;1;2927408;29;2
2014;1105789;5;1;10028;1602;1;2211001;22;2
2014;1105815;5;1;10028;5402;1;2211001;22;2
2014;1105828;5;1;10028;1502;1;2211001;22;2
2014;1105893;5;1;10028;1502;1;2211001;22;2
2014;1105895;5;1;10028;702;1;2211001;22;2
2014;1105897;5;1;10028;1602;1;2211001;22;2
2014;110646;1298;4;10022;79;1;2704302;27;2
2014;1106470;4964;4;10022;72;1;2103000;21;2
2014;1106561;2564;1;10028;6306;1;2516300;25;2
2014;1106562;2564;1;10028;6306;1;2516300;25;2
2014;1106578;2564;1;10028;6208;1;2516300;25;2
2014;1106595;2564;1;10028;5402;1;2516300;25;2
2014;1108095;398;4;10028;6208;1;2800308;28;2
2014;1108107;398;4;10028;5710;1;2800308;28;2
2014;1108110;398;4;10028;6306;1;2800308;28;2
2014;110830;570;1;10028;904;1;2403103;24;2
2014;1108554;3853;4;10022;79;1;2408102;24;2
2014;1108861;2409;5;10022;3502;1;2604106;26;2
2014;1109548;3;1;10028;6306;1;2806701;28;2
2014;1110230;579;1;10028;5402;1;2507507;25;2
2014;1111485;1185;4;10020;1601;1;2927408;29;2
2014;1111510;18506;1;10028;702;1;2903201;29;2
2014;1112662;14509;1;10026;1602;1;2927903;29;2
2014;111288;823;5;10028;6208;1;2111300;21;2
2014;111314;570;1;10028;3002;0;2408102;24;2
2014;1113176;570;1;10028;1602;1;2408102;24;2
2014;1113220;570;1;10028;5401;1;2408102;24;2
2014;1113228;570;1;10028;2401;1;2408102;24;2
2014;1113229;570;1;10028;702;1;2408102;24;2
2014;1113230;570;1;10028;1502;1;2408102;24;2
2014;1113373;14509;1;10026;3002;1;2927903;29;2
2014;1113471;1185;4;10020;5902;1;2927408;29;2
2014;1113477;1185;4;10020;5710;1;2927408;29;2
2014;1114770;519;5;10028;79;1;2927408;29;2
2014;111494;398;4;10028;4005;1;2800308;28;2
2014;1115896;10588;5;10022;2001;1;2613701;26;2
2014;1116945;718;4;10028;6307;1;2408102;24;2
2014;1116946;718;4;10028;6008;1;2408102;24;2
2014;1117071;396;4;10022;79;1;2927408;29;2
2014;1117715;589;1;10028;4005;1;2400802;24;2
2014;1117717;589;1;10028;4006;1;2400802;24;2
2014;1118053;599;1;10026;6307;1;2933307;29;2
2014;1118107;396;4;10022;72;1;2927408;29;2
2014;111876;577;1;10028;1402;0;2704302;27;2
2014;111982;753;3;10022;702;1;2612208;26;2
2014;111986;753;3;10022;1602;1;2612208;26;2
2014;112034;1807;1;10026;5814;1;2304400;23;2
2014;112136;746;2;10028;1402;1;2307304;23;2
2014;112150;1807;1;10026;6306;1;2304400;23;2
2014;1121507;756;2;10028;906;0;2211001;22;2
2014;112192;1807;1;10026;5809;1;2304400;23;2
2014;112272;4823;4;10022;79;1;2304400;23;2
2014;1122746;599;1;10026;1502;1;2933307;29;2
2014;1122749;599;1;10026;72;1;2910727;29;2
2014;1122775;1809;1;10026;1402;1;2610905;26;2
2014;112282;2564;1;10028;6307;1;2512101;25;2
2014;112294;2564;1;10028;6009;1;2512101;25;2
2014;1122940;3;1;10028;3002;1;2806701;28;2
2014;1123044;599;1;10026;1502;1;2925303;29;2
2014;1123270;1082;1;10026;702;1;2408102;24;2
2014;112330;5242;2;10028;904;1;2708600;27;2
2014;112338;5242;2;10028;904;1;2708600;27;2
2014;1125808;599;1;10026;4005;1;2925303;29;2
2014;1125917;3161;1;10026;4005;1;2611101;26;2
2014;1126104;1807;1;10026;1602;1;2306900;23;2
2014;1126491;550;2;10028;904;0;2504009;25;2
2014;1126881;1809;1;10026;1502;1;2616407;26;2
2014;1126885;1820;1;10026;1402;1;2200608;22;2
2014;1126911;3161;1;10026;1402;1;2612208;26;2
2014;1126912;3161;1;10026;1502;1;2609907;26;2
2014;112703;4121;5;10022;903;1;2800308;28;2
2014;1127113;1820;1;10026;702;1;2210607;22;2
2014;1127191;583;1;10028;79;1;2311306;23;2
2014;1127374;1809;1;10026;1502;1;2601409;26;2
2014;1127582;1807;1;10026;1402;1;2313401;23;2
2014;1128010;1809;1;10026;1502;1;2607208;26;2
2014;1128029;1807;1;10026;1602;1;2300200;23;2
2014;1128030;1166;1;10026;702;1;2504009;25;2
2014;1128096;1166;1;10026;702;1;2503704;25;2
2014;112812;1090;4;10022;904;1;2800308;28;2
2014;1128229;1807;1;10026;1402;1;2312908;23;2
2014;112840;1807;1;10026;6307;1;2307650;23;2
2014;1128808;4153;4;10022;79;1;2611606;26;2
2014;1129147;2564;1;10028;21;1;2504009;25;2
2014;112927;657;3;10022;1602;1;2613909;26;2
2014;112929;657;3;10022;3502;1;2613909;26;2
2014;1129627;1809;1;10026;3002;0;2611606;26;2
2014;1130206;1131;4;10022;3502;1;2211001;22;2
2014;113030;657;3;10022;702;1;2613909;26;2
2014;113218;2111;5;10022;3502;1;2312908;23;2
2014;1132918;578;1;10028;4006;1;2927408;29;2
2014;113391;674;3;10022;1402;1;2601607;26;2
2014;113393;674;3;10022;1602;1;2601607;26;2
2014;1134079;40;2;10028;3502;0;2927408;29;2
2014;113455;577;1;10028;4006;0;2704302;27;2
2014;1134819;3669;4;10022;79;1;2926608;29;2
2014;1135224;4503;1;10028;3202;1;2901007;29;2
2014;113604;579;1;10028;6008;1;2507507;25;2
2014;113609;579;1;10028;5806;1;2507507;25;2
2014;1136142;580;1;10028;4006;1;2611606;26;2
2014;113615;579;1;10028;6307;1;2507507;25;2
2014;113617;579;1;10028;6306;1;2507507;25;2
2014;1136373;4503;1;10028;2001;1;2901007;29;2
2014;113671;587;1;10028;4005;0;2611606;26;2
2014;113687;587;1;10028;4006;0;2611606;26;2
2014;113699;579;1;10028;1602;0;2507507;25;2
2014;1137093;718;4;10028;6208;1;2408003;24;2
2014;1137423;718;4;10028;21;1;2408003;24;2
2014;113747;18874;5;10022;2001;1;2706703;27;2
2014;113757;583;1;10028;1402;0;2304400;23;2
2014;113781;548;1;10028;1502;0;2111300;21;2
2014;113813;600;1;10026;4006;1;2111300;21;2
2014;113824;29;2;10028;1602;1;2311306;23;2
2014;113867;1944;4;10022;79;1;2611606;26;2
2014;1138879;1055;5;10022;72;1;2927408;29;2
2014;1138947;3879;4;10022;72;1;2504009;25;2
2014;113918;600;1;10026;5710;1;2111300;21;2
2014;113953;550;2;10028;702;1;2509701;25;2
2014;113958;550;2;10028;904;1;2509701;25;2
2014;113974;550;2;10028;905;1;2506301;25;2
2014;1139780;1185;4;10020;905;1;2927408;29;2
2014;1139783;1185;4;10020;904;1;2927408;29;2
2014;1139784;1185;4;10020;702;1;2927408;29;2
2014;1139785;1185;4;10020;2402;1;2927408;29;2
2014;1139787;1185;4;10020;2001;1;2927408;29;2
2014;114002;568;2;10028;5402;1;2111300;21;2
2014;1140021;577;1;10028;702;0;2704302;27;2
2014;1140083;577;1;10028;1501;1;2704302;27;2
2014;114053;550;2;10028;4005;1;2510808;25;2
2014;114055;550;2;10028;1601;1;2507507;25;2
2014;114057;1461;4;10022;2001;0;2927408;29;2
2014;114099;550;2;10028;2001;1;2506301;25;2
2014;114157;702;3;10022;2001;1;2606200;26;2
2014;114180;29;2;10028;1502;1;2307601;23;2
2014;114182;29;2;10028;1602;1;2307601;23;2
2014;114228;1820;1;10026;5902;1;2211001;22;2
2014;1142319;3160;1;10026;1602;0;2704302;27;2
2014;11426;548;1;10028;1602;1;2111300;21;2
2014;11429;548;1;10028;3002;1;2111300;21;2
2014;11430;548;1;10028;2401;1;2111300;21;2
2014;11431;548;1;10028;3202;1;2111300;21;2
2014;11432;548;1;10028;2001;1;2111300;21;2
2014;11433;548;1;10028;1402;1;2111300;21;2
2014;11435;548;1;10028;3502;1;2111300;21;2
2014;1143719;568;2;10028;3202;0;2111300;21;2
2014;1143723;568;2;10028;2402;1;2101004;21;2
2014;1143724;568;2;10028;2001;0;2111300;21;2
2014;1143729;568;2;10028;2402;1;2100055;21;2
2014;1143733;568;2;10028;2402;1;2101608;21;2
2014;1143738;568;2;10028;2402;1;2101707;21;2
2014;1143742;568;2;10028;2402;1;2101905;21;2
2014;1143746;568;2;10028;2402;1;2102804;21;2
2014;1143761;568;2;10028;2402;1;2103307;21;2
2014;1143789;568;2;10028;2402;1;2103406;21;2
2014;1143795;568;2;10028;2402;1;2103703;21;2
2014;11439;548;1;10028;702;1;2111300;21;2
2014;11443;548;1;10028;1502;1;2111300;21;2
2014;1144324;568;2;10028;2402;1;2105104;21;2
2014;1144337;568;2;10028;2402;1;2106102;21;2
2014;1144348;568;2;10028;2402;1;2106805;21;2
2014;1144363;568;2;10028;2402;1;2101400;21;2
2014;1144373;568;2;10028;2402;1;2109007;21;2
2014;1144374;568;2;10028;905;1;2100600;21;2
2014;1144376;568;2;10028;2402;1;2109601;21;2
2014;1144380;568;2;10028;2402;1;2110500;21;2
2014;1144383;568;2;10028;2402;1;2111508;21;2
2014;11444;548;1;10028;5806;1;2111300;21;2
2014;1144684;568;2;10028;2402;1;2112803;21;2
2014;1144688;568;2;10028;2402;1;2104800;21;2
2014;1144750;568;2;10028;905;1;2101004;21;2
2014;1144767;568;2;10028;905;1;2101608;21;2
2014;1144770;568;2;10028;905;1;2101707;21;2
2014;1144778;568;2;10028;905;1;2101905;21;2
2014;1144783;568;2;10028;905;1;2102804;21;2
2014;1144787;568;2;10028;905;1;2103307;21;2
2014;1144792;568;2;10028;905;1;2103406;21;2
2014;1144799;568;2;10028;905;1;2103703;21;2
2014;11449;548;1;10028;2001;1;2105302;21;2
2014;1144982;568;2;10028;905;1;2104800;21;2
2014;1144987;568;2;10028;905;1;2105104;21;2
2014;1144991;568;2;10028;905;1;2106102;21;2
2014;1144993;568;2;10028;905;1;2106805;21;2
2014;11450;548;1;10028;5402;1;2111300;21;2
2014;1145006;568;2;10028;905;1;2109007;21;2
2014;1145007;568;2;10028;905;1;2109601;21;2
2014;1145009;568;2;10028;905;1;2110500;21;2
2014;1145014;568;2;10028;905;1;2111508;21;2
2014;1145100;568;2;10028;905;1;2112803;21;2
2014;11452;548;1;10028;4004;1;2111300;21;2
2014;114601;2568;4;10022;904;1;2932903;29;2
2014;1146140;568;2;10028;2402;1;2112209;21;2
2014;114616;4742;5;10022;4006;1;2609600;26;2
2014;11462;548;1;10028;2501;1;2111300;21;2
2014;1146611;688;2;10028;3202;1;2933307;29;2
2014;1146746;15669;3;10022;5710;1;2606002;26;2
2014;1147173;71;2;10028;702;1;2401008;24;2
2014;1147179;71;2;10028;905;1;2407203;24;2
2014;1148239;1675;5;10022;76;1;2607901;26;2
2014;1148407;578;1;10028;1402;1;2927408;29;2
2014;114912;4714;4;10022;2001;1;2700300;27;2
2014;1149495;1077;4;10022;79;1;2611606;26;2
2014;1149532;578;1;10028;702;1;2927408;29;2
2014;1149536;578;1;10028;1502;1;2927408;29;2
2014;1149553;578;1;10028;1602;1;2927408;29;2
2014;1149624;753;3;10022;3002;1;2612208;26;2
2014;114971;550;2;10028;3002;0;2504009;25;2
2014;114989;4503;1;10028;5401;1;2904902;29;2
2014;115037;4503;1;10028;1602;1;2909802;29;2
2014;1150433;385;4;10028;904;0;2927408;29;2
2014;1150509;24;2;10028;2001;1;2913606;29;2
2014;1150510;24;2;10028;5402;1;2913606;29;2
2014;1151074;756;2;10028;1602;1;2211001;22;2
2014;1151121;756;2;10028;4005;1;2211001;22;2
2014;1151126;756;2;10028;4005;1;2208403;22;2
2014;1151147;577;1;10028;904;1;2702405;27;2
2014;1151148;577;1;10028;2402;1;2702405;27;2
2014;1151164;577;1;10028;5710;1;2702405;27;2
2014;1151165;577;1;10028;6208;1;2702405;27;2
2014;1151166;577;1;10028;2001;1;2702405;27;2
2014;1151167;577;1;10028;3002;1;2702405;27;2
2014;1151291;756;2;10028;3002;1;2211209;22;2
2014;1151293;756;2;10028;4005;1;2211209;22;2
2014;1151309;756;2;10028;2402;1;2211308;22;2
2014;1151310;756;2;10028;3502;1;2211308;22;2
2014;1151320;756;2;10028;3002;1;2202208;22;2
2014;1151322;756;2;10028;3502;1;2201200;22;2
2014;1151323;756;2;10028;702;1;2201200;22;2
2014;1151324;756;2;10028;2402;1;2201200;22;2
2014;1151327;756;2;10028;3002;1;2204303;22;2
2014;1151413;756;2;10028;3002;1;2203701;22;2
2014;1151416;756;2;10028;3502;1;2205805;22;2
2014;1151425;756;2;10028;2402;1;2203909;22;2
2014;1151448;29;2;10028;4005;0;2304400;23;2
2014;1151457;29;2;10028;702;0;2304400;23;2
2014;1151468;756;2;10028;2402;1;2207702;22;2
2014;1151555;2497;4;10022;79;1;2304400;23;2
2014;1151556;578;1;10028;2402;1;2903201;29;2
2014;1151594;756;2;10028;2402;1;2202208;22;2
2014;1151599;756;2;10028;904;1;2211001;22;2
2014;1151601;756;2;10028;2402;1;2200509;22;2
2014;1151610;570;1;10028;6306;1;2408102;24;2
2014;1151646;29;2;10028;2001;0;2304400;23;2
2014;1151669;29;2;10028;1402;0;2304400;23;2
2014;1151677;29;2;10028;1602;0;2304400;23;2
2014;1151687;1978;4;10022;72;1;2304400;23;2
2014;1151733;587;1;10028;2501;0;2611606;26;2
2014;1151780;577;1;10028;904;1;2700300;27;2
2014;1152005;587;1;10028;904;0;2611606;26;2
2014;1152360;587;1;10028;2402;0;2611606;26;2
2014;1152477;29;2;10028;2501;0;2304400;23;2
2014;1152584;587;1;10028;2001;0;2611606;26;2
2014;1152880;2564;1;10028;702;1;2503704;25;2
2014;1152882;2564;1;10028;1602;1;2503704;25;2
2014;1152931;2067;4;10022;79;1;2928703;29;2
2014;115296;1185;4;10020;6306;1;2927408;29;2
2014;115304;385;4;10028;6307;1;2927408;29;2
2014;1153094;1809;1;10026;4301;1;2601706;26;2
2014;1153289;568;2;10028;2402;1;2100600;21;2
2014;1153290;568;2;10028;2402;1;2103257;21;2
2014;1153293;568;2;10028;2402;1;2108603;21;2
2014;1153298;568;2;10028;702;1;2101400;21;2
2014;1153301;568;2;10028;905;1;2103257;21;2
2014;1153303;568;2;10028;905;1;2108603;21;2
2014;1153463;1809;1;10026;3002;1;2611606;26;2
2014;1153478;548;1;10028;1602;0;2111300;21;2
2014;1153620;548;1;10028;2001;0;2111300;21;2
2014;1154401;570;1;10028;6306;1;2408102;24;2
2014;1154794;570;1;10028;6306;1;2408102;24;2
2014;1154825;589;1;10028;702;0;2408003;24;2
2014;1154848;746;2;10028;2501;1;2304202;23;2
2014;1155039;5;1;10028;2001;1;2211001;22;2
2014;1155185;5;1;10028;2001;1;2207702;22;2
2014;1155186;5;1;10028;2001;1;2203909;22;2
2014;1155308;5;1;10028;2402;1;2208007;22;2
2014;1155329;5;1;10028;2402;1;2211001;22;2
2014;1155363;5;1;10028;702;1;2208007;22;2
2014;1155366;746;2;10028;702;1;2304202;23;2
2014;115681;4503;1;10028;2402;1;2904902;29;2
2014;1157240;666;2;10028;1502;1;2910800;29;2
2014;1157867;570;1;10028;6306;1;2408102;24;2
2014;1158382;666;2;10028;3201;1;2910800;29;2
2014;1158384;666;2;10028;4301;1;2910800;29;2
2014;1158385;1363;5;10022;72;1;2927408;29;2
2014;11590;550;2;10028;1402;1;2504009;25;2
2014;1159084;570;1;10028;5814;1;2408102;24;2
2014;11591;550;2;10028;702;1;2504009;25;2
2014;11592;550;2;10028;1502;1;2504009;25;2
2014;11593;550;2;10028;1602;1;2504009;25;2
2014;1159355;570;1;10028;6307;1;2408102;24;2
2014;115939;718;4;10028;5710;1;2408003;24;2
2014;11594;550;2;10028;3502;1;2504009;25;2
2014;1159666;746;2;10028;1602;1;2304202;23;2
