NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2021,579,122288,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,579,44258,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,579,113615,Engenharia Ambiental,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13429,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13428,Engenharia De Alimentos,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1127164,Engenharia De Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1189063,Engenharia De Energias Renováveis,Nordeste,2.0,Paraíba,PB,25.0
2021,579,113617,Engenharia De Materiais,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122934,Engenharia De Produção,Nordeste,2.0,Paraíba,PB,25.0
2021,579,19563,Engenharia De Produção Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,579,113609,Engenharia Elétrica,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13430,Engenharia Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,579,113604,Engenharia Química,Nordeste,2.0,Paraíba,PB,25.0
2021,579,43454,Estatística,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13421,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13409,Filosofia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,313409,Filosofia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13422,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122918,Fonoaudiologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13400,Física,Nordeste,2.0,Paraíba,PB,25.0
2021,579,313400,Física,Nordeste,2.0,Paraíba,PB,25.0
2021,579,5001240,Gastronomia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13406,Geografia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,313406,Geografia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1125642,Gestão Pública,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1363988,Gestão Pública,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13415,História,Nordeste,2.0,Paraíba,PB,25.0
2021,579,100220,Hotelaria,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1268219,Jornalismo,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107553,Letras - Espanhol,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107552,Letras - Francês,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107549,Letras - Inglês,Nordeste,2.0,Paraíba,PB,25.0
2021,579,116830,Letras - Letras Clássicas (Grego E Latim),Nordeste,2.0,Paraíba,PB,25.0
2021,579,107548,Letras - Língua Portuguesa,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122928,Línguas Estrangeiras Aplicadas Às Negociações Internacionais,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13402,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,579,313402,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1162837,Matemática Computacional,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13424,Medicina,Nordeste,2.0,Paraíba,PB,25.0
2021,579,26564,Música,Nordeste,2.0,Paraíba,PB,25.0
2021,579,97039,Música,Nordeste,2.0,Paraíba,PB,25.0
2021,579,123240,Música Popular,Nordeste,2.0,Paraíba,PB,25.0
2021,579,123241,Música Regência De Bandas E Fanfarras,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13425,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13426,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13418,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122924,Pedagogia - Educação Do Campo,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1127165,Produção Sucroalcooleira,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13413,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,26565,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122926,Psicopedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13404,Química,Nordeste,2.0,Paraíba,PB,25.0
2021,579,313404,Química,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13431,Química Industrial,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1268221,Radialismo,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1126958,Relações Internacionais,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1268257,Relações Públicas,Nordeste,2.0,Paraíba,PB,25.0
2021,579,13417,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107456,Teatro,Nordeste,2.0,Paraíba,PB,25.0
2021,579,407456,Teatro,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1123330,Terapia Ocupacional,Nordeste,2.0,Paraíba,PB,25.0
2021,579,122930,Tradução,Nordeste,2.0,Paraíba,PB,25.0
2021,579,19562,Turismo,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114760,Arquivologia,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114055,Biologia,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114758,Relações Internacionais,Nordeste,2.0,Paraíba,PB,25.0
2021,352,7684,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457379,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,352,38551,Arquitetura E Urbanismo,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457852,Biomedicina,Nordeste,2.0,Paraíba,PB,25.0
2021,352,19047,Ciência Da Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1550460,Ciência De Dados,Nordeste,2.0,Paraíba,PB,25.0
2021,352,7685,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1321261,Design De Interiores,Nordeste,2.0,Paraíba,PB,25.0
2021,352,115294,Design De Moda,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457380,Design Gráfico,Nordeste,2.0,Paraíba,PB,25.0
2021,352,7683,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,352,7682,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,352,5000026,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,352,97323,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1179346,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457376,Engenharia Elétrica,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457853,Engenharia Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1489383,Estética E Cosmética,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457854,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,352,19048,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,352,19049,Fonoaudiologia,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1112324,Gestão Da Tecnologia Da Informação,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1211176,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1211177,Gestão Financeira,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1211179,Logística,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1211180,Marketing,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1190667,Medicina,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457378,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457893,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,352,101820,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,352,7686,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1179354,Redes De Computadores,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1457841,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,352,1112325,Sistemas Para Internet,Nordeste,2.0,Paraíba,PB,25.0
2021,1075,49071,Sistemas De Informação,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,100228,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1288055,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1137883,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1258119,Biomedicina,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047528,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1074594,Comunicação Social,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047523,Comunicação Social - Publicidade E Propaganda,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,101110,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047529,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047524,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1168147,Engenharia Ambiental E Sanitária,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1164547,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1164548,Engenharia De Produção,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1164549,Engenharia Elétrica,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1164551,Engenharia Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1164553,Engenharia Química,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1280238,Estética E Cosmética,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1258346,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047526,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1280098,Gastronomia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1139563,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1288065,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1133599,Logística,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1351373,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1106330,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1280996,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1124974,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1047527,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3817,1259123,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,1462,56222,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,1462,73323,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,1462,1190588,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,1462,1283849,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,1462,59118,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1349468,Agronomia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1353036,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,48022,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1323552,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1353861,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1331141,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1299341,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1385047,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,1753,1349467,Radiologia,Nordeste,2.0,Paraíba,PB,25.0
2021,1948,73348,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,1995,72681,Medicina,Nordeste,2.0,Paraíba,PB,25.0
2021,2082,122278,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,2082,72667,Medicina,Nordeste,2.0,Paraíba,PB,25.0
2021,2082,56618,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,80057,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1441079,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1193056,Arquitetura E Urbanismo,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1300341,Biomedicina,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1171771,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1258063,Ciências Da Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1322422,Comunicação Social - Publicidade E Propaganda,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1192066,Construção De Edifícios,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1300342,Design De Interiores,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1405187,Design Gráfico,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,85400,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1322423,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1570504,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,91027,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,86826,Engenharia Ambiental,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1172797,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1258062,Engenharia De Produção,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1300343,Engenharia Elétrica,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1300344,Engenharia Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1322421,Estética E Cosmética,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1506928,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1193361,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1129071,Gastronomia,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,108394,Gestão Comercial,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1127932,Gestão Da Tecnologia Da Informação,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1171108,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1405188,Gestão Financeira,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,105642,Gestão Pública,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1405189,Jogos Digitais,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1455030,Jornalismo,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1441516,Letras - Língua Portuguesa,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1129255,Logística,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1120860,Marketing,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,91025,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1192251,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1192190,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3099,1132808,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,3590,91354,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,3838,1260330,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,3838,1259603,Engenharia De Produção,Nordeste,2.0,Paraíba,PB,25.0
2021,3838,70079,Gestão Comercial,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,1205289,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,80892,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,1204971,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,108370,Design Gráfico,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,1388285,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,1205561,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,1205370,Logística,Nordeste,2.0,Paraíba,PB,25.0
2021,4094,80956,Redes De Computadores,Nordeste,2.0,Paraíba,PB,25.0
2021,4201,109225,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,4201,1299424,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,4201,111096,Marketing,Nordeste,2.0,Paraíba,PB,25.0
2021,4201,1389485,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,4201,1299422,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,15839,1154912,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1349998,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1349999,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1385743,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1350001,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1350094,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1406534,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1350000,Gestão De Recursos Humanos,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1183764,Negócios Imobiliários,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1406533,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1386864,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1350002,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,17115,1183765,Segurança No Trabalho,Nordeste,2.0,Paraíba,PB,25.0
2021,17563,1180924,Gestão Hospitalar,Nordeste,2.0,Paraíba,PB,25.0
2021,19956,1307681,Gestão Financeira,Nordeste,2.0,Paraíba,PB,25.0
2021,19956,1307677,Logística,Nordeste,2.0,Paraíba,PB,25.0
2021,22975,1428045,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,339,87232,Biomedicina,Nordeste,2.0,Paraíba,PB,25.0
2021,339,7571,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,339,118544,Estética E Cosmética,Nordeste,2.0,Paraíba,PB,25.0
2021,339,81410,Radiologia,Nordeste,2.0,Paraíba,PB,25.0
2021,17763,1189887,Automação Industrial,Nordeste,2.0,Paraíba,PB,25.0
2021,21224,1333006,Teologia,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,100260,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,95089,Automação Industrial,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,114944,Construção De Edifícios,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,49960,Design De Interiores,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1457168,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,103481,Engenharia Elétrica,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1457171,Engenharia Mecânica,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,61076,Geoprocessamento,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123002,Gestão Ambiental,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1457167,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,95101,Negócios Imobiliários,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,81312,Química,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,58391,Redes De Computadores,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,114942,Sistemas De Telecomunicações,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,71127,Sistemas Para Internet,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114765,Agroecologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1440696,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,579,98976,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,579,5000898,Letras - Língua Portuguesa,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107356,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,98982,Secretariado Executivo - Bilíngue,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114433,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,550,113960,Letras - Espanhol,Nordeste,2.0,Paraíba,PB,25.0
2021,550,113958,Letras - Português,Nordeste,2.0,Paraíba,PB,25.0
2021,550,113953,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1166614,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123114,Construção De Edifícios,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,99802,Ciências Biológicas,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,13456,Engenharia Florestal,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,13437,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,122676,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114756,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,550,114053,Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,550,1265453,Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,550,1182641,Física,Nordeste,2.0,Paraíba,PB,25.0
2021,550,1182640,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1454295,Análise E Desenvolvimento De Sistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1184297,Arquitetura E Urbanismo,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,94325,Biomedicina,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,80366,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,119004,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1404376,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,51948,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1303848,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1404375,Farmácia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,94327,Fisioterapia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,91215,Letras - Inglês,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1191415,Medicina,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1440029,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1141914,Nutrição,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,109337,Odontologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,4186,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1070620,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1161083,Radiologia,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,1179427,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,3304,46068,Sistema De Informação,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1457169,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123116,Segurança No Trabalho,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123118,Agroecologia,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,99800,Agronomia,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,112282,Engenharia Ambiental,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1280408,Engenharia Civil,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,112294,Engenharia De Alimentos,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1457501,Ciências Biológicas,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123120,Gestão Ambiental,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107348,Antropologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,98984,Ciência Da Computação,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107352,Design,Nordeste,2.0,Paraíba,PB,25.0
2021,579,98980,Ecologia,Nordeste,2.0,Paraíba,PB,25.0
2021,579,99045,Matemática,Nordeste,2.0,Paraíba,PB,25.0
2021,579,107360,Sistemas De Informação,Nordeste,2.0,Paraíba,PB,25.0
2021,579,1110415,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,118546,Administração,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,79567,Ciências Contábeis,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,13433,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1117877,Serviço Social,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1032499,Agroecologia,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123235,Alimentos,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,1188396,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123237,Medicina Veterinária,Nordeste,2.0,Paraíba,PB,25.0
2021,1166,123233,Química,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1150096,Agroecologia,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1106595,Ciências Sociais,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1106562,Engenharia De Biossistemas,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1106561,Engenharia De Biotecnologia E Bioprocessos,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1106578,Engenharia De Produção,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1135705,Gestão Pública,Nordeste,2.0,Paraíba,PB,25.0
2021,2564,1106596,Interdisciplinar Em Educação No Campo,Nordeste,2.0,Paraíba,PB,25.0
2021,22245,1386997,Direito,Nordeste,2.0,Paraíba,PB,25.0
2021,22245,1386996,Educação Física,Nordeste,2.0,Paraíba,PB,25.0
2021,22245,1467636,Enfermagem,Nordeste,2.0,Paraíba,PB,25.0
2021,22245,1467635,Psicologia,Nordeste,2.0,Paraíba,PB,25.0
2021,22248,1406711,Pedagogia,Nordeste,2.0,Paraíba,PB,25.0
2021,1012,1438615,Direito,Nordeste,2.0,Pernambuco,PE,26.0
2021,1012,109766,História,Nordeste,2.0,Pernambuco,PE,26.0
2021,1012,31266,Letras - Inglês,Nordeste,2.0,Pernambuco,PE,26.0
2021,1012,109768,Matemática,Nordeste,2.0,Pernambuco,PE,26.0
2021,1012,109893,Pedagogia,Nordeste,2.0,Pernambuco,PE,26.0
2021,1809,1465870,Computação,Nordeste,2.0,Pernambuco,PE,26.0
2021,1809,1518423,Engenharia Civil,Nordeste,2.0,Pernambuco,PE,26.0
2021,24457,1516731,Medicina,Nordeste,2.0,Pernambuco,PE,26.0
2021,703,16101,Ciências,Nordeste,2.0,Pernambuco,PE,26.0
2021,703,16103,História,Nordeste,2.0,Pernambuco,PE,26.0
2021,703,16100,Letras,Nordeste,2.0,Pernambuco,PE,26.0
2021,703,1216372,Pedagogia,Nordeste,2.0,Pernambuco,PE,26.0
2021,704,16108,Agronomia,Nordeste,2.0,Pernambuco,PE,26.0
2021,5664,120820,Ciências Contábeis,Nordeste,2.0,Pernambuco,PE,26.0
2021,5664,120822,Direito,Nordeste,2.0,Pernambuco,PE,26.0
2021,409,1184319,Direito,Nordeste,2.0,Pernambuco,PE,26.0
2021,409,1183959,Odontologia,Nordeste,2.0,Pernambuco,PE,26.0
2021,19860,1351361,Administração,Nordeste,2.0,Pernambuco,PE,26.0
2021,19860,1351362,Ciências Contábeis,Nordeste,2.0,Pernambuco,PE,26.0
2021,19860,1442190,Direito,Nordeste,2.0,Pernambuco,PE,26.0
2021,19860,1351364,Redes De Computadores,Nordeste,2.0,Pernambuco,PE,26.0
2021,24470,1483805,Medicina,Nordeste,2.0,Pernambuco,PE,26.0
2021,73,3613,Biologia,Nordeste,2.0,Pernambuco,PE,26.0
2021,73,1484101,Direito,Nordeste,2.0,Pernambuco,PE,26.0
2021,73,1481756,Engenharia Civil,Nordeste,2.0,Pernambuco,PE,26.0
2021,73,3614,Geografia,Nordeste,2.0,Pernambuco,PE,26.0
