NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2021,4,1202516,Licenciatura Indígena Políticas Educacionais E Desenvolvimento Sustentável,Norte,1.0,Amazonas,AM,13.0
2021,4,379,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,4,300379,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,4,5000500,Matemática Pura E Aplicada,Norte,1.0,Amazonas,AM,13.0
2021,4,389,Medicina,Norte,1.0,Amazonas,AM,13.0
2021,4,62486,Música,Norte,1.0,Amazonas,AM,13.0
2021,4,391,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,4,381,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,4,18353,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,4,382,Química,Norte,1.0,Amazonas,AM,13.0
2021,4,1106983,Química,Norte,1.0,Amazonas,AM,13.0
2021,4,20252,Relações Públicas,Norte,1.0,Amazonas,AM,13.0
2021,4,377,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,4,65424,Zootecnia,Norte,1.0,Amazonas,AM,13.0
2021,3172,60984,Administração,Norte,1.0,Amazonas,AM,13.0
2021,3172,1186236,Agrimensura,Norte,1.0,Amazonas,AM,13.0
2021,3172,1300455,Alimentos,Norte,1.0,Amazonas,AM,13.0
2021,3172,69318,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,3172,1150330,Automação Industrial,Norte,1.0,Amazonas,AM,13.0
2021,3172,1330633,Ciência Da Religião,Norte,1.0,Amazonas,AM,13.0
2021,3172,99363,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,3172,1316073,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,3172,1321651,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,3172,1315485,Ciências Econômicas,Norte,1.0,Amazonas,AM,13.0
2021,3172,60770,Dança,Norte,1.0,Amazonas,AM,13.0
2021,3172,360770,Dança,Norte,1.0,Amazonas,AM,13.0
2021,3172,60616,Direito,Norte,1.0,Amazonas,AM,13.0
2021,3172,1330301,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,3172,60656,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,3172,63314,Engenharia,Norte,1.0,Amazonas,AM,13.0
2021,3172,63313,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,3172,63315,Engenharia De Computação,Norte,1.0,Amazonas,AM,13.0
2021,3172,1292568,Engenharia De Controle E Automação,Norte,1.0,Amazonas,AM,13.0
2021,3172,1330341,Engenharia De Materiais,Norte,1.0,Amazonas,AM,13.0
2021,3172,1299203,Engenharia De Produção,Norte,1.0,Amazonas,AM,13.0
2021,3172,1330345,Engenharia Eletrônica,Norte,1.0,Amazonas,AM,13.0
2021,3172,63316,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,3172,2425,Engenharia Industrial Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,3172,2424,Engenharia Industrial Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,3172,71067,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,3172,1318217,Engenharia Naval,Norte,1.0,Amazonas,AM,13.0
2021,3172,150151,Engenharia Química,Norte,1.0,Amazonas,AM,13.0
2021,3172,112806,Geografia,Norte,1.0,Amazonas,AM,13.0
2021,3172,120906,Gestão Pública,Norte,1.0,Amazonas,AM,13.0
2021,3172,82654,Informática,Norte,1.0,Amazonas,AM,13.0
2021,3172,82661,Letras - Língua Portuguesa,Norte,1.0,Amazonas,AM,13.0
2021,3172,69322,Manutenção Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,3172,82658,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,3172,60660,Medicina,Norte,1.0,Amazonas,AM,13.0
2021,3172,100592,Meteorologia,Norte,1.0,Amazonas,AM,13.0
2021,3172,60836,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,60838,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,60842,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,60845,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,60846,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,60847,Música,Norte,1.0,Amazonas,AM,13.0
2021,3172,5001292,Música - Educação Musical,Norte,1.0,Amazonas,AM,13.0
2021,3172,60658,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,3172,113799,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,3172,1152757,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,3172,1157453,Pedagogia Intercultural Indígena,Norte,1.0,Amazonas,AM,13.0
2021,3172,2429,Processamento De Dados,Norte,1.0,Amazonas,AM,13.0
2021,3172,1330347,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,3172,1150663,Teatro,Norte,1.0,Amazonas,AM,13.0
2021,3172,1152919,Teatro,Norte,1.0,Amazonas,AM,13.0
2021,3172,69320,Tecnologia Eletrônica,Norte,1.0,Amazonas,AM,13.0
2021,3172,60635,Turismo,Norte,1.0,Amazonas,AM,13.0
2021,322,43657,Administração,Norte,1.0,Amazonas,AM,13.0
2021,322,5000448,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,322,76078,Automação Industrial,Norte,1.0,Amazonas,AM,13.0
2021,322,99120,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,322,43664,Ciência Da Computação,Norte,1.0,Amazonas,AM,13.0
2021,322,1443401,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,322,1443412,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,322,51377,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,322,65612,Comércio Exterior,Norte,1.0,Amazonas,AM,13.0
2021,322,1443400,Design De Moda,Norte,1.0,Amazonas,AM,13.0
2021,322,1485425,Design Gráfico,Norte,1.0,Amazonas,AM,13.0
2021,322,43666,Direito,Norte,1.0,Amazonas,AM,13.0
2021,322,65062,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,322,1258832,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,322,60030,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,322,1160997,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,322,60484,Engenharia De Computação,Norte,1.0,Amazonas,AM,13.0
2021,322,60496,Engenharia De Controle E Automação,Norte,1.0,Amazonas,AM,13.0
2021,322,76038,Engenharia De Produção Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,322,60488,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,322,1161019,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,322,1399043,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,322,60034,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,322,51386,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,322,1258861,Gestão Ambiental,Norte,1.0,Amazonas,AM,13.0
2021,322,1180405,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,322,65641,Gestão Da Tecnologia Da Informação,Norte,1.0,Amazonas,AM,13.0
2021,322,65639,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,322,51393,Letras - Inglês,Norte,1.0,Amazonas,AM,13.0
2021,322,5000449,Logística,Norte,1.0,Amazonas,AM,13.0
2021,322,65622,Marketing,Norte,1.0,Amazonas,AM,13.0
2021,322,1485451,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,322,60036,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,322,65065,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,322,51397,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,322,1180615,Processos Gerenciais,Norte,1.0,Amazonas,AM,13.0
2021,322,43672,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,322,99168,Radiologia,Norte,1.0,Amazonas,AM,13.0
2021,322,5000450,Segurança Privada,Norte,1.0,Amazonas,AM,13.0
2021,322,5000446,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,669,15456,Administração,Norte,1.0,Amazonas,AM,13.0
2021,669,47716,Arquitetura E Urbanismo,Norte,1.0,Amazonas,AM,13.0
2021,669,1349110,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,669,60980,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,669,15457,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,669,18727,Ciências Econômicas,Norte,1.0,Amazonas,AM,13.0
2021,669,1295395,Comunicação Social - Publicidade E Propaganda,Norte,1.0,Amazonas,AM,13.0
2021,669,20433,Direito,Norte,1.0,Amazonas,AM,13.0
2021,669,19939,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,669,1438387,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,669,47706,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,669,1586097,Engenharia Agronômica,Norte,1.0,Amazonas,AM,13.0
2021,669,108224,Engenharia Ambiental,Norte,1.0,Amazonas,AM,13.0
2021,669,47718,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,669,1349111,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,669,20459,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,669,47708,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,669,47712,Fonoaudiologia,Norte,1.0,Amazonas,AM,13.0
2021,669,98916,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,669,1438388,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,669,86428,História,Norte,1.0,Amazonas,AM,13.0
2021,669,27292,Jornalismo,Norte,1.0,Amazonas,AM,13.0
2021,669,61012,Letras - Língua Portuguesa,Norte,1.0,Amazonas,AM,13.0
2021,669,69914,Logística,Norte,1.0,Amazonas,AM,13.0
2021,669,49060,Medicina,Norte,1.0,Amazonas,AM,13.0
2021,669,47714,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,669,19940,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,669,20406,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,669,19911,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,669,98910,Petróleo E Gás,Norte,1.0,Amazonas,AM,13.0
2021,669,54735,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,669,108222,Segurança No Trabalho,Norte,1.0,Amazonas,AM,13.0
2021,669,69911,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,669,20432,Turismo,Norte,1.0,Amazonas,AM,13.0
2021,668,15445,Administração,Norte,1.0,Amazonas,AM,13.0
2021,668,1427594,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,668,98957,Ciência Da Computação,Norte,1.0,Amazonas,AM,13.0
2021,668,15443,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,668,15444,Ciências Econômicas,Norte,1.0,Amazonas,AM,13.0
2021,668,109646,Design De Moda,Norte,1.0,Amazonas,AM,13.0
2021,668,15448,Direito,Norte,1.0,Amazonas,AM,13.0
2021,668,119261,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,668,109644,Gastronomia,Norte,1.0,Amazonas,AM,13.0
2021,668,1427607,Gestão Comercial,Norte,1.0,Amazonas,AM,13.0
2021,668,109642,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,668,109650,Gestão De Segurança Privada,Norte,1.0,Amazonas,AM,13.0
2021,668,119263,Gestão Financeira,Norte,1.0,Amazonas,AM,13.0
2021,668,1427595,Jogos Digitais,Norte,1.0,Amazonas,AM,13.0
2021,668,109652,Logística,Norte,1.0,Amazonas,AM,13.0
2021,668,1321593,Organização De Serviços Judiciários,Norte,1.0,Amazonas,AM,13.0
2021,668,1427598,Segurança No Trânsito,Norte,1.0,Amazonas,AM,13.0
2021,2147,54602,Administração,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453382,Administração,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484201,Administração,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458188,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,2147,99519,Arquitetura E Urbanismo,Norte,1.0,Amazonas,AM,13.0
2021,2147,1043865,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453383,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484215,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,2147,82666,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453384,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484217,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,2147,1151561,Design Gráfico,Norte,1.0,Amazonas,AM,13.0
2021,2147,102056,Direito,Norte,1.0,Amazonas,AM,13.0
2021,2147,1259775,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,2147,1366242,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,2147,104478,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,2147,1156975,Engenharia Ambiental E Energias Renováveis,Norte,1.0,Amazonas,AM,13.0
2021,2147,1148864,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484220,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458139,Engenharia De Computação,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458137,Engenharia De Controle E Automação,Norte,1.0,Amazonas,AM,13.0
2021,2147,1162836,Engenharia De Produção,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484204,Engenharia De Produção,Norte,1.0,Amazonas,AM,13.0
2021,2147,1156978,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458138,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458193,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,2147,1259759,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453385,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484221,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,2147,1304677,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458195,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,2147,98746,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484206,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1153405,Fonoaudiologia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1151741,Gastronomia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458189,Gestão Comercial,Norte,1.0,Amazonas,AM,13.0
2021,2147,1150707,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,2147,1152558,Gestão De Produção Industrial,Norte,1.0,Amazonas,AM,13.0
2021,2147,1204411,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453386,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484234,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,2147,1458190,Gestão Financeira,Norte,1.0,Amazonas,AM,13.0
2021,2147,1304682,Jornalismo,Norte,1.0,Amazonas,AM,13.0
2021,2147,1149905,Logística,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453387,Logística,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484231,Logística,Norte,1.0,Amazonas,AM,13.0
2021,2147,1206130,Marketing,Norte,1.0,Amazonas,AM,13.0
2021,2147,1385538,Medicina,Norte,1.0,Amazonas,AM,13.0
2021,2147,1259764,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484207,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,2147,104480,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,2147,1158378,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,2147,99818,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453388,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484233,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1486415,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1158558,Petróleo E Gás,Norte,1.0,Amazonas,AM,13.0
2021,2147,99652,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1043904,Química,Norte,1.0,Amazonas,AM,13.0
2021,2147,1285113,Radiologia,Norte,1.0,Amazonas,AM,13.0
2021,2147,1155584,Segurança No Trabalho,Norte,1.0,Amazonas,AM,13.0
2021,2147,82664,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,2147,98595,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,2147,1453389,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,2147,1484236,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,2147,54605,Turismo,Norte,1.0,Amazonas,AM,13.0
2021,452,53486,Administração,Norte,1.0,Amazonas,AM,13.0
2021,452,9430,Arquitetura E Urbanismo,Norte,1.0,Amazonas,AM,13.0
2021,452,56318,Direito,Norte,1.0,Amazonas,AM,13.0
2021,452,101949,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,452,9434,Engenharia Ambiental,Norte,1.0,Amazonas,AM,13.0
2021,452,9433,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,452,114348,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,452,110772,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,452,53482,Engenharia Química,Norte,1.0,Amazonas,AM,13.0
2021,452,103622,Logística,Norte,1.0,Amazonas,AM,13.0
2021,452,9431,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,85756,Administração,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419719,Administração,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419720,Administração,Norte,1.0,Amazonas,AM,13.0
2021,1422,72879,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,1422,20679,Arquitetura E Urbanismo,Norte,1.0,Amazonas,AM,13.0
2021,1422,1264737,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419725,Biomedicina,Norte,1.0,Amazonas,AM,13.0
2021,1422,106996,Ciência Da Computação,Norte,1.0,Amazonas,AM,13.0
2021,1422,20676,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,1422,21741,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419723,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419732,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,1422,20675,Ciências Econômicas,Norte,1.0,Amazonas,AM,13.0
2021,1422,107055,Design Gráfico,Norte,1.0,Amazonas,AM,13.0
2021,1422,21151,Direito,Norte,1.0,Amazonas,AM,13.0
2021,1422,1385083,Direito,Norte,1.0,Amazonas,AM,13.0
2021,1422,1385085,Direito,Norte,1.0,Amazonas,AM,13.0
2021,1422,73248,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,1422,1364159,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419724,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419731,Educação Física,Norte,1.0,Amazonas,AM,13.0
2021,1422,73259,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,1422,107098,Engenharia Ambiental,Norte,1.0,Amazonas,AM,13.0
2021,1422,107004,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419734,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419735,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,1422,1264733,Engenharia De Computação,Norte,1.0,Amazonas,AM,13.0
2021,1422,1264736,Engenharia De Controle E Automação,Norte,1.0,Amazonas,AM,13.0
2021,1422,107008,Engenharia De Produção,Norte,1.0,Amazonas,AM,13.0
2021,1422,115045,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419736,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,1422,116028,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419737,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,1422,1341009,Engenharia Química,Norte,1.0,Amazonas,AM,13.0
2021,1422,92657,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,1422,1516938,Estética E Cosmética,Norte,1.0,Amazonas,AM,13.0
2021,1422,75106,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419715,Farmácia,Norte,1.0,Amazonas,AM,13.0
2021,1422,73250,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419716,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1516941,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,1422,73262,Fonoaudiologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,107060,Gestão Da Produção Industrial,Norte,1.0,Amazonas,AM,13.0
2021,1422,92649,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,1422,1313162,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419718,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419728,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,1422,1365185,Gestão De Serviços Judiciários E Notariais,Norte,1.0,Amazonas,AM,13.0
2021,1422,1376184,Gestão Financeira,Norte,1.0,Amazonas,AM,13.0
2021,1422,37878,História,Norte,1.0,Amazonas,AM,13.0
2021,1422,73252,Jornalismo,Norte,1.0,Amazonas,AM,13.0
2021,1422,46846,Letras - Inglês,Norte,1.0,Amazonas,AM,13.0
2021,1422,46845,Letras - Português,Norte,1.0,Amazonas,AM,13.0
2021,1422,1313161,Logística,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419726,Logística,Norte,1.0,Amazonas,AM,13.0
2021,1422,1313163,Marketing,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419730,Marketing,Norte,1.0,Amazonas,AM,13.0
2021,1422,47059,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,1422,1264739,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,1422,1516937,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,1422,75109,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419733,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,1422,95047,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,41677,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1419729,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1376183,Processos Gerenciais,Norte,1.0,Amazonas,AM,13.0
2021,1422,34096,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1406113,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,1406114,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1422,22719,Publicidade E Propaganda,Norte,1.0,Amazonas,AM,13.0
2021,1422,92643,Redes De Computadores,Norte,1.0,Amazonas,AM,13.0
2021,1422,107032,Relações Internacionais,Norte,1.0,Amazonas,AM,13.0
2021,1422,20677,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,1422,1516936,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,1422,1420220,Serviços Judiciais,Norte,1.0,Amazonas,AM,13.0
2021,1422,1420222,Serviços Judiciais,Norte,1.0,Amazonas,AM,13.0
2021,1422,1376181,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,1422,17570,Turismo,Norte,1.0,Amazonas,AM,13.0
2021,1381,20483,Administração,Norte,1.0,Amazonas,AM,13.0
2021,1381,1300509,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,1381,1300510,Arquitetura E Urbanismo,Norte,1.0,Amazonas,AM,13.0
2021,1381,58292,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,1381,48017,Design,Norte,1.0,Amazonas,AM,13.0
2021,1381,109672,Design De Interiores,Norte,1.0,Amazonas,AM,13.0
2021,1381,1330804,Design Gráfico,Norte,1.0,Amazonas,AM,13.0
2021,1381,53382,Direito,Norte,1.0,Amazonas,AM,13.0
2021,1381,1364783,Enfermagem,Norte,1.0,Amazonas,AM,13.0
2021,1381,1258631,Engenharia Civil,Norte,1.0,Amazonas,AM,13.0
2021,1381,1405250,Engenharia De Computação,Norte,1.0,Amazonas,AM,13.0
2021,1381,1386238,Engenharia De Controle E Automação,Norte,1.0,Amazonas,AM,13.0
2021,1381,1258629,Engenharia De Produção,Norte,1.0,Amazonas,AM,13.0
2021,1381,1322495,Engenharia Elétrica,Norte,1.0,Amazonas,AM,13.0
2021,1381,1322493,Engenharia Mecânica,Norte,1.0,Amazonas,AM,13.0
2021,1381,1364789,Fisioterapia,Norte,1.0,Amazonas,AM,13.0
2021,1381,109670,Gestão Da Qualidade,Norte,1.0,Amazonas,AM,13.0
2021,1381,114195,Gestão Da Tecnologia Da Informação,Norte,1.0,Amazonas,AM,13.0
2021,1381,109668,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,1381,1350127,Gestão Financeira,Norte,1.0,Amazonas,AM,13.0
2021,1381,108717,Jornalismo,Norte,1.0,Amazonas,AM,13.0
2021,1381,1187432,Logística,Norte,1.0,Amazonas,AM,13.0
2021,1381,1187594,Marketing,Norte,1.0,Amazonas,AM,13.0
2021,1381,1364791,Nutrição,Norte,1.0,Amazonas,AM,13.0
2021,1381,110678,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,1381,109666,Processos Gerenciais,Norte,1.0,Amazonas,AM,13.0
2021,1381,66197,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1381,108718,Publicidade E Propaganda,Norte,1.0,Amazonas,AM,13.0
2021,1381,1353041,Segurança Da Informação,Norte,1.0,Amazonas,AM,13.0
2021,1381,1441249,Terapia Ocupacional,Norte,1.0,Amazonas,AM,13.0
2021,1436,47054,Administração,Norte,1.0,Amazonas,AM,13.0
2021,1436,1259052,Análise E Desenvolvimento De Sistemas,Norte,1.0,Amazonas,AM,13.0
2021,1436,21248,Ciências Biológicas,Norte,1.0,Amazonas,AM,13.0
2021,1436,43978,Ciências Contábeis,Norte,1.0,Amazonas,AM,13.0
2021,1436,65369,Direito,Norte,1.0,Amazonas,AM,13.0
2021,1436,1259055,Gestão De Recursos Humanos,Norte,1.0,Amazonas,AM,13.0
2021,1436,1259053,Gestão Financeira,Norte,1.0,Amazonas,AM,13.0
2021,1436,27175,Letras - Língua Portuguesa,Norte,1.0,Amazonas,AM,13.0
2021,1436,21275,Matemática,Norte,1.0,Amazonas,AM,13.0
2021,1436,43974,Medicina Veterinária,Norte,1.0,Amazonas,AM,13.0
2021,1436,21247,Pedagogia,Norte,1.0,Amazonas,AM,13.0
2021,1436,101457,Psicologia,Norte,1.0,Amazonas,AM,13.0
2021,1436,105890,Serviço Social,Norte,1.0,Amazonas,AM,13.0
2021,1436,57028,Sistemas De Informação,Norte,1.0,Amazonas,AM,13.0
2021,1638,46278,Odontologia,Norte,1.0,Amazonas,AM,13.0
2021,1906,51218,Enfermagem,Norte,1.0,Amazonas,AM,13.0
